fold,encoder_method,stage,epoch,train_loss,validation_loss,loss,train_valid_anchor_pct,train_positive_pair_count,train_hard_negative_pair_count,validation_valid_anchor_pct,validation_positive_pair_count,validation_hard_negative_pair_count,valid_anchor_pct,positive_pair_count,hard_negative_pair_count
5,vanilla,inner_selection,9,0.0889090124343056,2.726011481881142,,,,,,,,,,
5,vanilla,inner_selection,10,0.0790797193883918,2.700698071718216,,,,,,,,,,
5,vanilla,inner_selection,11,0.085037294588983,2.71366201043129,,,,,,,,,,
5,vanilla,inner_selection,12,0.0765963929123245,2.675043660402298,,,,,,,,,,
5,vanilla,inner_selection,13,0.0782977753435261,2.693057894706726,,,,,,,,,,
5,vanilla,inner_selection,14,0.0720229868777096,2.685760074853897,,,,,,,,,,
5,vanilla,inner_selection,15,0.07437416248722,2.686486431956291,,,,,,,,,,
5,vanilla,outer_refit,1,,,0.7216545992065221,,,,,,,,,
5,vanilla,outer_refit,2,,,0.1860449756728485,,,,,,,,,
5,vanilla,outer_refit,3,,,0.1292522589879809,,,,,,,,,
5,vanilla,outer_refit,4,,,0.1120980182487983,,,,,,,,,
5,vanilla,outer_refit,5,,,0.0982637492474168,,,,,,,,,
5,vanilla,outer_refit,6,,,0.085567019690643,,,,,,,,,
5,vanilla,outer_refit,7,,,0.079406347467011,,,,,,,,,
5,vanilla,outer_refit,8,,,0.0768367893237154,,,,,,,,,
5,vanilla,outer_refit,9,,,0.0747053142455115,,,,,,,,,
5,vanilla,outer_refit,10,,,0.072043235937599,,,,,,,,,
5,vanilla,outer_refit,11,,,0.0660300276678754,,,,,,,,,
5,vanilla,outer_refit,12,,,0.06757324434584,,,,,,,,,
5,guided,inner_selection,1,0.9722266145050524,2.676269434392452,,0.990625,4423.25,4.85,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,2,0.8886762484908104,2.8222501501441,,0.996875,4437.65,4.8,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,3,0.8276708960533142,2.579824352264404,,1.0,4405.5,4.35,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,4,0.7747318327426911,2.549981465935707,,1.0,4412.9,4.75,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,5,0.7301839083433151,2.593133744597435,,0.996875,4425.3,5.1,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,6,0.7357946649193764,2.482636053860188,,0.996875,4394.25,3.8,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,7,0.6934337571263314,2.5566833674907685,,0.99375,4410.7,4.7,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,8,0.7861325323581696,2.53888730108738,,1.0,4419.15,5.05,0.9748046875,3978.0,1889.8,,,
5,guided,inner_selection,9,0.6362487085163593,2.553006964921951,,1.0,4407.85,5.15,0.9748046875,3978.0,1889.8,,,
5,guided,outer_refit,1,,,1.0643076416105033,,,,,,,0.996875,4376.45,5.6
5,guided,outer_refit,2,,,0.9975853011012076,,,,,,,0.996875,4387.4,4.55
5,guided,outer_refit,3,,,0.9295076996088028,,,,,,,0.996875,4375.3,4.8
5,guided,outer_refit,4,,,0.8755055170506238,,,,,,,0.990625,4364.65,5.3
5,guided,outer_refit,5,,,0.8578959703445435,,,,,,,0.996875,4395.65,4.55
5,guided,outer_refit,6,,,0.8354393616318703,,,,,,,1.0,4376.85,5.8
6,vanilla,inner_selection,1,0.5381272397062276,3.050599694252014,,,,,,,,,,
6,vanilla,inner_selection,2,0.1856875594123266,3.0050294399261475,,,,,,,,,,
6,vanilla,inner_selection,3,0.1275999349556514,2.9374931037425998,,,,,,,,,,
6,vanilla,inner_selection,4,0.1090831812267424,2.9087808310985563,,,,,,,,,,
6,vanilla,inner_selection,5,0.1022031358501408,2.869051468372345,,,,,,,,,,
6,vanilla,inner_selection,6,0.0929390688121202,2.8400022208690645,,,,,,,,,,
6,vanilla,inner_selection,7,0.0845260353933554,2.8417479038238525,,,,,,,,,,
6,vanilla,inner_selection,8,0.0819493851427978,2.8038898587226866,,,,,,,,,,
6,vanilla,inner_selection,9,0.0799506541807204,2.813825100660324,,,,,,,,,,
6,vanilla,inner_selection,10,0.0725944913392595,2.793091356754303,,,,,,,,,,
6,vanilla,inner_selection,11,0.0715420753782382,2.778431585431099,,,,,,,,,,
6,vanilla,inner_selection,12,0.0714731704967562,2.787447118759155,,,,,,,,,,
6,vanilla,inner_selection,13,0.0722362428612541,2.7998814284801483,,,,,,,,,,
6,vanilla,inner_selection,14,0.0713574811859871,2.798020458221436,,,,,,,,,,
